,TotalProd,ProductID,OrderDate
5844,4,933,2014-03-10 00:00:00
5845,1,780,2014-03-10 00:00:00
5846,3,792,2014-03-10 00:00:00
5847,2,871,2014-03-10 00:00:00
5848,1,859,2014-03-10 00:00:00
5849,4,931,2014-03-10 00:00:00
5850,4,923,2014-03-10 00:00:00
5851,1,959,2014-03-10 00:00:00
5852,4,878,2014-03-10 00:00:00
5853,1,867,2014-03-10 00:00:00
5854,1,932,2014-03-10 00:00:00
5855,7,708,2014-03-10 00:00:00
5856,8,707,2014-03-10 00:00:00
5857,1,953,2014-03-10 00:00:00
5858,4,934,2014-03-10 00:00:00
5859,8,872,2014-03-10 00:00:00
5860,10,870,2014-03-10 00:00:00
5861,1,968,2014-03-10 00:00:00
5862,1,876,2014-03-10 00:00:00
5863,1,784,2014-03-10 00:00:00
5864,1,866,2014-03-10 00:00:00
5865,1,801,2014-03-10 00:00:00
5866,2,798,2014-03-10 00:00:00
5867,2,858,2014-03-10 00:00:00
5868,4,877,2014-03-10 00:00:00
5869,2,881,2014-03-10 00:00:00
5870,12,921,2014-03-10 00:00:00
5871,1,954,2014-03-10 00:00:00
5872,1,967,2014-03-10 00:00:00
5873,3,783,2014-03-10 00:00:00
5874,1,966,2014-03-10 00:00:00
5875,1,977,2014-03-10 00:00:00
5876,7,873,2014-03-09 00:00:00
5877,3,929,2014-03-09 00:00:00
5878,1,966,2014-03-09 00:00:00
5879,4,922,2014-03-09 00:00:00
5880,2,779,2014-03-09 00:00:00
5881,7,712,2014-03-09 00:00:00
5882,1,792,2014-03-09 00:00:00
5883,1,716,2014-03-09 00:00:00
5884,1,967,2014-03-09 00:00:00
5885,1,881,2014-03-09 00:00:00
5886,1,880,2014-03-09 00:00:00
5887,2,976,2014-03-09 00:00:00
5888,1,957,2014-03-09 00:00:00
5889,1,974,2014-03-09 00:00:00
5890,2,975,2014-03-09 00:00:00
5891,3,784,2014-03-09 00:00:00
5892,5,707,2014-03-09 00:00:00
5893,2,882,2014-03-09 00:00:00
5894,1,780,2014-03-09 00:00:00
5895,1,955,2014-03-09 00:00:00
5896,1,714,2014-03-09 00:00:00
5897,1,867,2014-03-09 00:00:00
5898,2,997,2014-03-09 00:00:00
5899,1,930,2014-03-09 00:00:00
5900,1,998,2014-03-09 00:00:00
5901,2,883,2014-03-09 00:00:00
5902,5,921,2014-03-09 00:00:00
5903,8,872,2014-03-09 00:00:00
5904,2,928,2014-03-09 00:00:00
5905,14,870,2014-03-09 00:00:00
5906,2,871,2014-03-09 00:00:00
5907,2,799,2014-03-09 00:00:00
5908,1,795,2014-03-09 00:00:00
5909,1,956,2014-03-09 00:00:00
5910,1,865,2014-03-09 00:00:00
5911,2,860,2014-03-09 00:00:00
5912,1,973,2014-03-09 00:00:00
5913,1,884,2014-03-09 00:00:00
5914,5,923,2014-03-09 00:00:00
5915,1,877,2014-03-09 00:00:00
5916,4,934,2014-03-09 00:00:00
5917,2,933,2014-03-09 00:00:00
5918,9,711,2014-03-09 00:00:00
5919,1,858,2014-03-09 00:00:00
5920,2,977,2014-03-09 00:00:00
5921,2,999,2014-03-09 00:00:00
5922,2,932,2014-03-09 00:00:00
5923,4,931,2014-03-09 00:00:00
5924,2,868,2014-03-09 00:00:00
5925,1,962,2014-03-09 00:00:00
5926,6,878,2014-03-09 00:00:00
5927,2,859,2014-03-09 00:00:00
5928,1,869,2014-03-09 00:00:00
5929,5,708,2014-03-09 00:00:00
5930,1,794,2014-03-09 00:00:00
5931,1,715,2014-03-09 00:00:00
5932,1,983,2014-03-08 00:00:00
5933,10,933,2014-03-08 00:00:00
5934,3,999,2014-03-08 00:00:00
5935,1,972,2014-03-08 00:00:00
5936,2,877,2014-03-08 00:00:00
5937,9,708,2014-03-08 00:00:00
5938,1,974,2014-03-08 00:00:00
5939,1,967,2014-03-08 00:00:00
5940,2,715,2014-03-08 00:00:00
5941,6,707,2014-03-08 00:00:00
5942,2,998,2014-03-08 00:00:00
5943,1,931,2014-03-08 00:00:00
5944,13,873,2014-03-08 00:00:00
5945,4,928,2014-03-08 00:00:00
5946,4,780,2014-03-08 00:00:00
5947,2,866,2014-03-08 00:00:00
5948,2,975,2014-03-08 00:00:00
5949,13,870,2014-03-08 00:00:00
5950,3,881,2014-03-08 00:00:00
5951,1,792,2014-03-08 00:00:00
5952,1,883,2014-03-08 00:00:00
5953,1,973,2014-03-08 00:00:00
5954,1,797,2014-03-08 00:00:00
5955,8,872,2014-03-08 00:00:00
5956,4,714,2014-03-08 00:00:00
5957,6,878,2014-03-08 00:00:00
5958,4,923,2014-03-08 00:00:00
5959,1,784,2014-03-08 00:00:00
5960,1,874,2014-03-08 00:00:00
5961,5,871,2014-03-08 00:00:00
5962,3,930,2014-03-08 00:00:00
5963,8,922,2014-03-08 00:00:00
5964,1,956,2014-03-08 00:00:00
5965,6,712,2014-03-08 00:00:00
5966,13,921,2014-03-08 00:00:00
5967,5,929,2014-03-08 00:00:00
5968,1,958,2014-03-08 00:00:00
5969,2,869,2014-03-08 00:00:00
5970,1,884,2014-03-08 00:00:00
5971,1,992,2014-03-08 00:00:00
5972,1,799,2014-03-08 00:00:00
5973,1,713,2014-03-08 00:00:00
5974,1,794,2014-03-08 00:00:00
5975,1,882,2014-03-08 00:00:00
5976,3,781,2014-03-08 00:00:00
5977,1,976,2014-03-08 00:00:00
5978,1,716,2014-03-08 00:00:00
5979,3,934,2014-03-08 00:00:00
5980,7,711,2014-03-08 00:00:00
5981,5,921,2014-03-07 00:00:00
5982,2,713,2014-03-07 00:00:00
5983,12,873,2014-03-07 00:00:00
5984,8,923,2014-03-07 00:00:00
5985,6,708,2014-03-07 00:00:00
5986,2,974,2014-03-07 00:00:00
5987,1,800,2014-03-07 00:00:00
5988,1,983,2014-03-07 00:00:00
5989,2,933,2014-03-07 00:00:00
5990,2,781,2014-03-07 00:00:00
5991,1,865,2014-03-07 00:00:00
5992,1,956,2014-03-07 00:00:00
5993,5,711,2014-03-07 00:00:00
5994,16,870,2014-03-07 00:00:00
5995,2,714,2014-03-07 00:00:00
5996,2,981,2014-03-07 00:00:00
5997,5,878,2014-03-07 00:00:00
5998,5,934,2014-03-07 00:00:00
5999,3,877,2014-03-07 00:00:00
6000,1,867,2014-03-07 00:00:00
6001,2,961,2014-03-07 00:00:00
6002,6,871,2014-03-07 00:00:00
6003,1,782,2014-03-07 00:00:00
6004,2,960,2014-03-07 00:00:00
6005,1,779,2014-03-07 00:00:00
6006,2,999,2014-03-07 00:00:00
6007,1,859,2014-03-07 00:00:00
6008,2,868,2014-03-07 00:00:00
6009,4,922,2014-03-07 00:00:00
6010,1,798,2014-03-07 00:00:00
6011,1,860,2014-03-07 00:00:00
6012,1,973,2014-03-07 00:00:00
6013,5,932,2014-03-07 00:00:00
6014,7,712,2014-03-07 00:00:00
6015,2,884,2014-03-07 00:00:00
6016,1,971,2014-03-07 00:00:00
6017,1,963,2014-03-07 00:00:00
6018,1,715,2014-03-07 00:00:00
6019,3,928,2014-03-07 00:00:00
6020,1,784,2014-03-07 00:00:00
6021,1,970,2014-03-07 00:00:00
6022,8,707,2014-03-07 00:00:00
6023,2,976,2014-03-07 00:00:00
6024,1,858,2014-03-07 00:00:00
6025,1,954,2014-03-07 00:00:00
6026,5,872,2014-03-07 00:00:00
6027,1,876,2014-03-07 00:00:00
6028,3,929,2014-03-07 00:00:00
6029,1,882,2014-03-07 00:00:00
6030,1,880,2014-03-07 00:00:00
6031,1,875,2014-03-07 00:00:00
6032,1,997,2014-03-07 00:00:00
6033,1,869,2014-03-07 00:00:00
6034,1,783,2014-03-07 00:00:00
6035,2,931,2014-03-07 00:00:00
6036,1,796,2014-03-07 00:00:00
6037,1,985,2014-03-07 00:00:00
6038,1,930,2014-03-07 00:00:00
6039,2,933,2014-03-06 00:00:00
6040,2,714,2014-03-06 00:00:00
6041,1,980,2014-03-06 00:00:00
6042,1,715,2014-03-06 00:00:00
6043,9,921,2014-03-06 00:00:00
6044,2,858,2014-03-06 00:00:00
6045,4,781,2014-03-06 00:00:00
6046,3,868,2014-03-06 00:00:00
6047,6,922,2014-03-06 00:00:00
6048,3,872,2014-03-06 00:00:00
6049,1,957,2014-03-06 00:00:00
6050,2,932,2014-03-06 00:00:00
6051,1,796,2014-03-06 00:00:00
6052,1,780,2014-03-06 00:00:00
6053,1,869,2014-03-06 00:00:00
6054,1,877,2014-03-06 00:00:00
6055,7,711,2014-03-06 00:00:00
6056,5,799,2014-03-06 00:00:00
6057,1,974,2014-03-06 00:00:00
6058,2,859,2014-03-06 00:00:00
6059,1,971,2014-03-06 00:00:00
6060,1,876,2014-03-06 00:00:00
6061,7,707,2014-03-06 00:00:00
6062,1,800,2014-03-06 00:00:00
6063,2,860,2014-03-06 00:00:00
6064,1,713,2014-03-06 00:00:00
6065,1,865,2014-03-06 00:00:00
6066,1,867,2014-03-06 00:00:00
6067,3,929,2014-03-06 00:00:00
6068,1,975,2014-03-06 00:00:00
6069,3,883,2014-03-06 00:00:00
6070,1,923,2014-03-06 00:00:00
6071,3,874,2014-03-06 00:00:00
6072,1,866,2014-03-06 00:00:00
6073,12,708,2014-03-06 00:00:00
6074,1,956,2014-03-06 00:00:00
6075,7,873,2014-03-06 00:00:00
6076,2,998,2014-03-06 00:00:00
6077,1,953,2014-03-06 00:00:00
6078,2,967,2014-03-06 00:00:00
6079,1,879,2014-03-06 00:00:00
6080,1,782,2014-03-06 00:00:00
6081,2,997,2014-03-06 00:00:00
6082,2,931,2014-03-06 00:00:00
6083,3,783,2014-03-06 00:00:00
6084,1,864,2014-03-06 00:00:00
6085,1,966,2014-03-06 00:00:00
6086,9,871,2014-03-06 00:00:00
6087,13,870,2014-03-06 00:00:00
6088,9,878,2014-03-06 00:00:00
6089,2,882,2014-03-06 00:00:00
6090,4,930,2014-03-06 00:00:00
6091,9,712,2014-03-06 00:00:00
6092,2,977,2014-03-06 00:00:00
6093,5,928,2014-03-06 00:00:00
6094,1,983,2014-03-06 00:00:00
6095,3,784,2014-03-06 00:00:00
6096,5,872,2014-03-05 00:00:00
6097,1,959,2014-03-05 00:00:00
6098,6,873,2014-03-05 00:00:00
6099,1,781,2014-03-05 00:00:00
6100,2,934,2014-03-05 00:00:00
6101,1,968,2014-03-05 00:00:00
6102,11,870,2014-03-05 00:00:00
6103,3,929,2014-03-05 00:00:00
6104,1,967,2014-03-05 00:00:00
6105,1,882,2014-03-05 00:00:00
6106,6,871,2014-03-05 00:00:00
6107,6,932,2014-03-05 00:00:00
6108,1,969,2014-03-05 00:00:00
6109,8,712,2014-03-05 00:00:00
6110,2,877,2014-03-05 00:00:00
6111,2,878,2014-03-05 00:00:00
6112,3,707,2014-03-05 00:00:00
6113,1,965,2014-03-05 00:00:00
6114,1,793,2014-03-05 00:00:00
6115,1,883,2014-03-05 00:00:00
6116,3,867,2014-03-05 00:00:00
6117,1,955,2014-03-05 00:00:00
6118,4,711,2014-03-05 00:00:00
6119,1,971,2014-03-05 00:00:00
6120,1,884,2014-03-05 00:00:00
6121,13,922,2014-03-05 00:00:00
6122,2,795,2014-03-05 00:00:00
6123,1,860,2014-03-05 00:00:00
6124,1,928,2014-03-05 00:00:00
6125,1,998,2014-03-05 00:00:00
6126,2,714,2014-03-05 00:00:00
6127,1,874,2014-03-05 00:00:00
6128,2,859,2014-03-05 00:00:00
6129,2,868,2014-03-05 00:00:00
6130,4,708,2014-03-05 00:00:00
6131,4,933,2014-03-05 00:00:00
6132,1,779,2014-03-05 00:00:00
6133,3,881,2014-03-05 00:00:00
6134,1,974,2014-03-05 00:00:00
6135,1,713,2014-03-05 00:00:00
6136,1,879,2014-03-05 00:00:00
6137,3,930,2014-03-05 00:00:00
6138,3,923,2014-03-05 00:00:00
6139,4,921,2014-03-05 00:00:00
6140,5,931,2014-03-05 00:00:00
6141,11,870,2014-03-04 00:00:00
6142,2,974,2014-03-04 00:00:00
6143,1,997,2014-03-04 00:00:00
6144,1,976,2014-03-04 00:00:00
6145,2,875,2014-03-04 00:00:00
6146,1,979,2014-03-04 00:00:00
6147,1,865,2014-03-04 00:00:00
6148,3,711,2014-03-04 00:00:00
6149,2,932,2014-03-04 00:00:00
6150,2,867,2014-03-04 00:00:00
6151,5,883,2014-03-04 00:00:00
6152,1,999,2014-03-04 00:00:00
6153,2,998,2014-03-04 00:00:00
6154,4,783,2014-03-04 00:00:00
6155,1,975,2014-03-04 00:00:00
6156,3,933,2014-03-04 00:00:00
6157,5,921,2014-03-04 00:00:00
6158,7,878,2014-03-04 00:00:00
6159,1,782,2014-03-04 00:00:00
6160,2,973,2014-03-04 00:00:00
6161,4,707,2014-03-04 00:00:00
6162,1,968,2014-03-04 00:00:00
6163,1,879,2014-03-04 00:00:00
6164,3,881,2014-03-04 00:00:00
6165,1,866,2014-03-04 00:00:00
6166,1,780,2014-03-04 00:00:00
6167,3,923,2014-03-04 00:00:00
6168,1,716,2014-03-04 00:00:00
6169,1,874,2014-03-04 00:00:00
6170,8,708,2014-03-04 00:00:00
6171,1,956,2014-03-04 00:00:00
6172,2,884,2014-03-04 00:00:00
6173,1,971,2014-03-04 00:00:00
6174,2,869,2014-03-04 00:00:00
6175,2,929,2014-03-04 00:00:00
6176,10,873,2014-03-04 00:00:00
6177,7,922,2014-03-04 00:00:00
6178,3,872,2014-03-04 00:00:00
6179,1,983,2014-03-04 00:00:00
6180,5,871,2014-03-04 00:00:00
6181,2,880,2014-03-04 00:00:00
6182,1,962,2014-03-04 00:00:00
6183,3,877,2014-03-04 00:00:00
6184,2,858,2014-03-04 00:00:00
6185,1,713,2014-03-04 00:00:00
6186,7,931,2014-03-04 00:00:00
6187,1,799,2014-03-04 00:00:00
6188,2,779,2014-03-04 00:00:00
6189,2,930,2014-03-04 00:00:00
6190,1,800,2014-03-04 00:00:00
6191,1,957,2014-03-04 00:00:00
6192,1,864,2014-03-04 00:00:00
6193,2,934,2014-03-04 00:00:00
6194,1,969,2014-03-04 00:00:00
6195,5,712,2014-03-04 00:00:00
6196,2,977,2014-03-04 00:00:00
6197,5,715,2014-03-04 00:00:00
6198,1,792,2014-03-04 00:00:00
6199,2,981,2014-03-04 00:00:00
6200,1,954,2014-03-04 00:00:00
6201,1,955,2014-03-04 00:00:00
6202,6,878,2014-03-03 00:00:00
6203,1,868,2014-03-03 00:00:00
6204,3,714,2014-03-03 00:00:00
6205,2,980,2014-03-03 00:00:00
6206,1,973,2014-03-03 00:00:00
6207,4,880,2014-03-03 00:00:00
6208,9,922,2014-03-03 00:00:00
6209,1,970,2014-03-03 00:00:00
6210,1,867,2014-03-03 00:00:00
6211,11,872,2014-03-03 00:00:00
6212,1,800,2014-03-03 00:00:00
6213,2,779,2014-03-03 00:00:00
6214,2,998,2014-03-03 00:00:00
6215,5,708,2014-03-03 00:00:00
6216,2,858,2014-03-03 00:00:00
6217,1,990,2014-03-03 00:00:00
6218,1,869,2014-03-03 00:00:00
6219,2,968,2014-03-03 00:00:00
6220,2,864,2014-03-03 00:00:00
6221,1,865,2014-03-03 00:00:00
6222,6,934,2014-03-03 00:00:00
6223,1,960,2014-03-03 00:00:00
6224,10,712,2014-03-03 00:00:00
6225,1,959,2014-03-03 00:00:00
6226,3,997,2014-03-03 00:00:00
6227,2,981,2014-03-03 00:00:00
6228,1,799,2014-03-03 00:00:00
6229,17,921,2014-03-03 00:00:00
6230,23,870,2014-03-03 00:00:00
6231,2,795,2014-03-03 00:00:00
6232,2,977,2014-03-03 00:00:00
6233,12,873,2014-03-03 00:00:00
6234,4,931,2014-03-03 00:00:00
6235,13,707,2014-03-03 00:00:00
6236,1,780,2014-03-03 00:00:00
6237,1,983,2014-03-03 00:00:00
6238,1,860,2014-03-03 00:00:00
6239,1,782,2014-03-03 00:00:00
6240,7,928,2014-03-03 00:00:00
6241,1,967,2014-03-03 00:00:00
6242,5,711,2014-03-03 00:00:00
6243,3,932,2014-03-03 00:00:00
6244,1,976,2014-03-03 00:00:00
6245,1,984,2014-03-03 00:00:00
6246,3,716,2014-03-03 00:00:00
6247,1,713,2014-03-03 00:00:00
6248,4,930,2014-03-03 00:00:00
6249,1,882,2014-03-03 00:00:00
6250,6,923,2014-03-03 00:00:00
6251,1,933,2014-03-03 00:00:00
6252,1,866,2014-03-03 00:00:00
6253,3,999,2014-03-03 00:00:00
6254,1,781,2014-03-03 00:00:00
6255,1,957,2014-03-03 00:00:00
6256,7,929,2014-03-03 00:00:00
6257,5,884,2014-03-03 00:00:00
6258,1,783,2014-03-03 00:00:00
6259,1,875,2014-03-03 00:00:00
6260,2,881,2014-03-03 00:00:00
6261,13,871,2014-03-03 00:00:00
6262,2,715,2014-03-03 00:00:00
6263,2,974,2014-03-03 00:00:00
6264,2,877,2014-03-03 00:00:00
6265,3,859,2014-03-03 00:00:00
6266,1,883,2014-03-03 00:00:00
6267,1,964,2014-03-03 00:00:00
6268,3,879,2014-03-03 00:00:00
6269,4,956,2014-03-03 00:00:00
6270,3,928,2014-03-02 00:00:00
6271,1,958,2014-03-02 00:00:00
6272,1,781,2014-03-02 00:00:00
6273,1,792,2014-03-02 00:00:00
6274,1,713,2014-03-02 00:00:00
6275,2,967,2014-03-02 00:00:00
6276,1,998,2014-03-02 00:00:00
6277,1,793,2014-03-02 00:00:00
6278,2,977,2014-03-02 00:00:00
6279,1,981,2014-03-02 00:00:00
6280,6,871,2014-03-02 00:00:00
6281,6,711,2014-03-02 00:00:00
6282,7,712,2014-03-02 00:00:00
6283,1,716,2014-03-02 00:00:00
6284,1,973,2014-03-02 00:00:00
6285,1,882,2014-03-02 00:00:00
6286,2,930,2014-03-02 00:00:00
6287,5,922,2014-03-02 00:00:00
6288,2,784,2014-03-02 00:00:00
6289,3,875,2014-03-02 00:00:00
6290,8,872,2014-03-02 00:00:00
6291,1,976,2014-03-02 00:00:00
6292,1,965,2014-03-02 00:00:00
6293,3,999,2014-03-02 00:00:00
6294,1,957,2014-03-02 00:00:00
6295,1,990,2014-03-02 00:00:00
6296,1,714,2014-03-02 00:00:00
6297,1,966,2014-03-02 00:00:00
6298,3,932,2014-03-02 00:00:00
6299,7,707,2014-03-02 00:00:00
6300,3,931,2014-03-02 00:00:00
6301,1,933,2014-03-02 00:00:00
6302,1,859,2014-03-02 00:00:00
6303,1,972,2014-03-02 00:00:00
6304,3,878,2014-03-02 00:00:00
6305,1,978,2014-03-02 00:00:00
6306,2,991,2014-03-02 00:00:00
6307,3,929,2014-03-02 00:00:00
6308,1,956,2014-03-02 00:00:00
6309,11,873,2014-03-02 00:00:00
6310,17,870,2014-03-02 00:00:00
6311,1,797,2014-03-02 00:00:00
6312,5,934,2014-03-02 00:00:00
6313,2,783,2014-03-02 00:00:00
6314,9,708,2014-03-02 00:00:00
6315,1,866,2014-03-02 00:00:00
6316,1,874,2014-03-02 00:00:00
6317,1,964,2014-03-02 00:00:00
6318,2,865,2014-03-02 00:00:00
6319,3,880,2014-03-02 00:00:00
6320,1,800,2014-03-02 00:00:00
6321,1,884,2014-03-02 00:00:00
6322,2,970,2014-03-02 00:00:00
6323,1,860,2014-03-02 00:00:00
6324,5,877,2014-03-02 00:00:00
6325,11,921,2014-03-02 00:00:00
6326,2,779,2014-03-02 00:00:00
6327,6,923,2014-03-02 00:00:00
6328,80,999,2014-03-01 00:00:00
6329,6,739,2014-03-01 00:00:00
6330,37,892,2014-03-01 00:00:00
6331,24,722,2014-03-01 00:00:00
6332,5,913,2014-03-01 00:00:00
6333,180,876,2014-03-01 00:00:00
6334,2,931,2014-03-01 00:00:00
6335,23,935,2014-03-01 00:00:00
6336,30,889,2014-03-01 00:00:00
6337,22,949,2014-03-01 00:00:00
6338,18,924,2014-03-01 00:00:00
6339,18,984,2014-03-01 00:00:00
6340,5,964,2014-03-01 00:00:00
6341,28,835,2014-03-01 00:00:00
6342,59,874,2014-03-01 00:00:00
6343,4,907,2014-03-01 00:00:00
6344,6,930,2014-03-01 00:00:00
6345,22,970,2014-03-01 00:00:00
6346,23,985,2014-03-01 00:00:00
6347,132,865,2014-03-01 00:00:00
6348,29,977,2014-03-01 00:00:00
6349,25,808,2014-03-01 00:00:00
6350,53,938,2014-03-01 00:00:00
6351,39,952,2014-03-01 00:00:00
6352,52,784,2014-03-01 00:00:00
6353,16,975,2014-03-01 00:00:00
6354,18,895,2014-03-01 00:00:00
6355,2,928,2014-03-01 00:00:00
6356,28,894,2014-03-01 00:00:00
6357,13,971,2014-03-01 00:00:00
6358,8,871,2014-03-01 00:00:00
6359,25,955,2014-03-01 00:00:00
6360,241,884,2014-03-01 00:00:00
6361,39,962,2014-03-01 00:00:00
6362,18,959,2014-03-01 00:00:00
6363,2,736,2014-03-01 00:00:00
6364,12,899,2014-03-01 00:00:00
6365,52,780,2014-03-01 00:00:00
6366,26,886,2014-03-01 00:00:00
6367,11,717,2014-03-01 00:00:00
6368,2,923,2014-03-01 00:00:00
6369,32,917,2014-03-01 00:00:00
6370,109,875,2014-03-01 00:00:00
6371,42,781,2014-03-01 00:00:00
6372,16,987,2014-03-01 00:00:00
6373,25,916,2014-03-01 00:00:00
6374,55,979,2014-03-01 00:00:00
6375,50,939,2014-03-01 00:00:00
6376,38,926,2014-03-01 00:00:00
6377,77,858,2014-03-01 00:00:00
6378,201,867,2014-03-01 00:00:00
6379,1,934,2014-03-01 00:00:00
6380,41,958,2014-03-01 00:00:00
6381,3,713,2014-03-01 00:00:00
6382,161,711,2014-03-01 00:00:00
6383,110,973,2014-03-01 00:00:00
6384,157,708,2014-03-01 00:00:00
6385,19,993,2014-03-01 00:00:00
6386,12,968,2014-03-01 00:00:00
6387,72,969,2014-03-01 00:00:00
6388,186,870,2014-03-01 00:00:00
6389,1,933,2014-03-01 00:00:00
6390,51,966,2014-03-01 00:00:00
6391,4,890,2014-03-01 00:00:00
6392,190,883,2014-03-01 00:00:00
6393,15,742,2014-03-01 00:00:00
6394,6,872,2014-03-01 00:00:00
6395,1,879,2014-03-01 00:00:00
6396,10,906,2014-03-01 00:00:00
6397,42,953,2014-03-01 00:00:00
6398,43,972,2014-03-01 00:00:00
6399,43,793,2014-03-01 00:00:00
6400,12,921,2014-03-01 00:00:00
6401,5,932,2014-03-01 00:00:00
6402,18,920,2014-03-01 00:00:00
6403,59,779,2014-03-01 00:00:00
6404,36,948,2014-03-01 00:00:00
6405,26,989,2014-03-01 00:00:00
6406,9,718,2014-03-01 00:00:00
6407,40,797,2014-03-01 00:00:00
6408,53,974,2014-03-01 00:00:00
6409,15,997,2014-03-01 00:00:00
6410,17,885,2014-03-01 00:00:00
6411,6,922,2014-03-01 00:00:00
6412,15,990,2014-03-01 00:00:00
6413,13,800,2014-03-01 00:00:00
6414,133,859,2014-03-01 00:00:00
6415,19,813,2014-03-01 00:00:00
6416,63,782,2014-03-01 00:00:00
6417,78,716,2014-03-01 00:00:00
6418,33,799,2014-03-01 00:00:00
6419,16,896,2014-03-01 00:00:00
6420,39,925,2014-03-01 00:00:00
6421,4,891,2014-03-01 00:00:00
6422,33,822,2014-03-01 00:00:00
6423,25,809,2014-03-01 00:00:00
6424,96,998,2014-03-01 00:00:00
6425,13,792,2014-03-01 00:00:00
6426,17,810,2014-03-01 00:00:00
6427,17,747,2014-03-01 00:00:00
6428,4,929,2014-03-01 00:00:00
6429,39,743,2014-03-01 00:00:00
6430,35,910,2014-03-01 00:00:00
6431,38,954,2014-03-01 00:00:00
6432,40,965,2014-03-01 00:00:00
6433,246,864,2014-03-01 00:00:00
6434,212,712,2014-03-01 00:00:00
6435,20,909,2014-03-01 00:00:00
6436,21,991,2014-03-01 00:00:00
6437,178,707,2014-03-01 00:00:00
6438,30,836,2014-03-01 00:00:00
6439,19,795,2014-03-01 00:00:00
6440,220,869,2014-03-01 00:00:00
6441,12,982,2014-03-01 00:00:00
6442,9,838,2014-03-01 00:00:00
6443,5,947,2014-03-01 00:00:00
6444,1,887,2014-03-01 00:00:00
6445,126,880,2014-03-01 00:00:00
6446,41,937,2014-03-01 00:00:00
6447,29,981,2014-03-01 00:00:00
6448,16,893,2014-03-01 00:00:00
6449,29,738,2014-03-01 00:00:00
6450,185,877,2014-03-01 00:00:00
6451,30,961,2014-03-01 00:00:00
6452,23,980,2014-03-01 00:00:00
6453,12,900,2014-03-01 00:00:00
6454,42,868,2014-03-01 00:00:00
6455,21,951,2014-03-01 00:00:00
6456,34,992,2014-03-01 00:00:00
6457,13,963,2014-03-01 00:00:00
6458,42,794,2014-03-01 00:00:00
6459,34,748,2014-03-01 00:00:00
6460,56,783,2014-03-01 00:00:00
6461,27,918,2014-03-01 00:00:00
6462,69,940,2014-03-01 00:00:00
6463,4,878,2014-03-01 00:00:00
6464,59,801,2014-03-01 00:00:00
6465,206,715,2014-03-01 00:00:00
6466,57,904,2014-03-01 00:00:00
6467,40,798,2014-03-01 00:00:00
6468,9,956,2014-03-01 00:00:00
6469,30,905,2014-03-01 00:00:00
6470,18,796,2014-03-01 00:00:00
6471,42,957,2014-03-01 00:00:00
6472,19,986,2014-03-01 00:00:00
6473,113,881,2014-03-01 00:00:00
6474,97,976,2014-03-01 00:00:00
6475,50,860,2014-03-01 00:00:00
6476,42,945,2014-03-01 00:00:00
6477,20,908,2014-03-01 00:00:00
6478,119,714,2014-03-01 00:00:00
6479,9,960,2014-03-01 00:00:00
6480,30,967,2014-03-01 00:00:00
6481,18,936,2014-03-01 00:00:00
6482,26,994,2014-03-01 00:00:00
6483,16,983,2014-03-01 00:00:00
6484,24,996,2014-03-01 00:00:00
6485,1,882,2014-03-01 00:00:00
6486,18,944,2014-03-01 00:00:00
6487,13,978,2014-03-01 00:00:00
6488,78,873,2014-03-01 00:00:00
6489,24,988,2014-03-01 00:00:00
6490,2,875,2014-02-28 00:00:00
6491,4,929,2014-02-28 00:00:00
6492,1,726,2014-02-28 00:00:00
6493,2,800,2014-02-28 00:00:00
6494,2,867,2014-02-28 00:00:00
6495,1,975,2014-02-28 00:00:00
6496,1,836,2014-02-28 00:00:00
6497,7,870,2014-02-28 00:00:00
6498,4,878,2014-02-28 00:00:00
6499,2,932,2014-02-28 00:00:00
6500,7,711,2014-02-28 00:00:00
6501,1,956,2014-02-28 00:00:00
6502,3,934,2014-02-28 00:00:00
6503,1,865,2014-02-28 00:00:00
6504,7,873,2014-02-28 00:00:00
6505,1,880,2014-02-28 00:00:00
6506,2,714,2014-02-28 00:00:00
6507,4,877,2014-02-28 00:00:00
6508,2,933,2014-02-28 00:00:00
6509,1,782,2014-02-28 00:00:00
6510,1,999,2014-02-28 00:00:00
6511,3,923,2014-02-28 00:00:00
6512,1,797,2014-02-28 00:00:00
6513,4,822,2014-02-28 00:00:00
6514,1,760,2014-02-28 00:00:00
6515,7,930,2014-02-28 00:00:00
6516,1,876,2014-02-28 00:00:00
6517,2,884,2014-02-28 00:00:00
6518,2,881,2014-02-28 00:00:00
6519,1,860,2014-02-28 00:00:00
6520,4,922,2014-02-28 00:00:00
6521,2,981,2014-02-28 00:00:00
6522,2,859,2014-02-28 00:00:00
6523,1,954,2014-02-28 00:00:00
6524,1,982,2014-02-28 00:00:00
6525,1,801,2014-02-28 00:00:00
6526,1,928,2014-02-28 00:00:00
6527,2,855,2014-02-28 00:00:00
6528,1,784,2014-02-28 00:00:00
6529,1,835,2014-02-28 00:00:00
6530,1,874,2014-02-28 00:00:00
6531,4,712,2014-02-28 00:00:00
6532,2,783,2014-02-28 00:00:00
6533,6,871,2014-02-28 00:00:00
6534,1,998,2014-02-28 00:00:00
6535,1,983,2014-02-28 00:00:00
6536,2,856,2014-02-28 00:00:00
6537,1,882,2014-02-28 00:00:00
6538,2,872,2014-02-28 00:00:00
6539,1,991,2014-02-28 00:00:00
6540,1,869,2014-02-28 00:00:00
6541,8,921,2014-02-28 00:00:00
6542,3,780,2014-02-28 00:00:00
